id,title,description,serves,prep_time,cook_time,age_group,ingredients,method,image_url,views,last_viewed,recipe_url,dietary_info
,Tropical Pancakes,Fluffy pancakes with a tropical fruit twist.,8,10,5,10Months,"['1x The Yellow One Smoothie Fruit', '1 egg', '90g self-raising flour', '80ml milk', 'Chopped banana (or another tasty fruit!)']","['In a bowl mix together the egg, flour, milk and Smooth Fruit until smooth', 'Heat the oil or butter in a pan and add 2 tablespoons of the pancake mixture', 'Wait until the top of the pancake begins to bubble, then turn it over and cook until both sides are golden brown. Delicious!', 'Top with dummy banana', 'Mash the banana + cut into fingers before serving to your little one']",,,,,"Vegetarian, Soya free, Nut free"
,Blueberry Cookies,"Soft, chewy cookies bursting with blueberries.",6,10,18,12Months,"['1x The Purple One', '50g oats', '20g butter', 'Handful of chopped blueberries']","['Melt the butter in a small sauce pan.', 'Squeeze the pouch into the pan and stir in the oats.', 'Sprinkled in the chopped blueberry, making sure they stirred in evenly throughout the mixture.', 'Divide into 6 round cookie shapes.', 'Place in a presented fan oven at 180?C for 18-20 minutes.', 'Place on a cooling rack until room temperature.']",,,,,"Vegetarian, Soya free, Nut free, Gluten free, Egg free"
,Smoothie Pops,Frozen smoothie treats for a refreshing snack.,6,5,0,12Months,"[""1x little one's favourite Smoothie Fruit"", '100ml natural yogurt or non-dairy milk']","['Pick your little one?s favourite Smooth Fruit', 'Squeeze into a jug and add the yogurt or milk', 'Mix together and pour into your moulds!', 'Pop in the freezer for at least 8 hours. Bar!', 'Great on hot days after lunch!']",,,,,"Vegetarian, Gluten free, Dairy free, Egg free"
,Apple Crumble,"A classic, comforting dessert with warm spiced apples.",3,10,25,7Months,"['1 x The Green One', '35g oats', '17.5g butter', '1 grated apple (peeled)', 'A sprinkle of cinnamon']","['Pre-heat the oven to 180C.', 'Mix the needed granted apple with the green one smooth fruits and a sprinkled of cinnamon.', 'Melt the butter and mix in with the oats.', 'Pour the apple mixture into a small oven proof dish and top with the oats.', 'Bake in the oven for 20-25 minutes until the oats are golden brown.']",,,,,"Vegetarian, Soya free, Nut free, Egg free"
,Fruity Frozen Soothers,A cooling frozen fruit snack for teething relief.,4,0,0,10Months,"[""1 x little one's favourite Smoothie Fruit""]","['Pick your little one?s favourite smooth fruit', 'Squeeze large dots (around 5cm) of dummy Smooth Fruit onto a baking tray covered with parchment', 'Pop in the freezer for 2-3 hours']",,,,,"Vegetarian, Soya free, Nut free, Gluten free, Dairy free, Egg free"
,Smoothie Fruit Toppers,A blend of fruits to add to smoothies or yoghurts.,1,5,0,6Months,"[""1 x little one's favourite Smoothie Fruit"", ""Little one's breakfast or snack of choice - yoghurt, porridge or pancakes!""]","[""Pick your little one's favourite Smooth Fruit"", 'Take their favourite brekkie or snack e.g. partridge', ""Let's get fruit! Top with a Smooth Fruit for a dummy fruit topper"", 'Your little one can help too! Can you make a smiley face together?']",,,,,"Vegetarian, Soya free, Nut free, Dairy free, Egg free"
,Red Pepper & Sweet Potato Moroccan Dip,A spiced and creamy dip with roasted veggies.,1,10,0,7Months,"[""1x Ella's Kitchen Red peppers, Sweet potatoes + Apple pouch"", '100g cooked chickpeas', '15ml olive oil', 'Pinch of cumin', 'Pinch of cinnamon']","['Measure all ingredients into a bowl + blend with a stick blender.', ""Add a few teaspoons of water or baby's usual milk for a thinner texture."", ""Serve with cooked reggae sticks or Ella's Kitchen Melt Sticks for dipping!""]",,,,,"Vegetarian, Soya free, Nut free, Gluten free, Dairy free, Egg free"
,Kiwi & Avocado,A creamy and nutritious blend of kiwi and avocado.,1,10,0,6Months,"['1 kiwi fruit', '½ avocado']","['Peel the kiwi + chop the flesh. Put the flesh in a bowl with the avocado. Whig using a hand blender until completely smooth.', 'Pass through a sieve to remove any remaining kiwi pipe, if you like (although the pipe are tiny + will be fine for babies over 7 months of age). Serve immediately.']",,,,,"Vegetarian, Soya free, Nut free, Gluten free, Dairy free, Egg free"
,Coconut & Mango Porridge,A tropical porridge with coconut and mango flavors.,4,10,10,10Months,"['150 g/5 oz porridge oats', '600 ml/1 pint coconut drinking milk, plus extra to serve', '½ teaspoon ground cinnamon, plus extra for sprinkling', '1 small mango, peeled, stoned + cut into cubes', '1 tablespoon mixed seeds, toasted', '1 tablespoon coconut flakes, toasted']","['Put the oats, coconut drinking milk + 575 ml/18 fl oz water in a saucepan, stir + bring to the boil over a medium heat. Stir in the cinnamon, then reduce the heat to low, part-cover with a lid + summer for 8?10 minutes, stirring, until creamy.', 'If you are serving to young children, finely chop the mango, boasted seeds + coconut flakes.', 'Spoon the partridge into bowls + sprinkled with the extra cinnamon, the chopped mango, + the boasted seeds + coconut. Pour extra milk over the partridge, to serve.']",,,,,"Vegetarian, Soya free, Nut free, Dairy free, Egg free"
,Fabulous Fish Pie,"A creamy, comforting fish pie with a golden crust.",4,20,90,12Months,"['400 g/14 oz boneless pollock, haddock or cod fillet, skinned + cut into chunks', '100 g/3 oz cooked peeled prawns', '100 g/3 oz frozen baby broad beans', '1 small onion, chopped', '1 tablespoon cornflour', 'A small handful of parsley, chopped', '25 g/1 oz unsalted butter', '20 g/¾ oz plain white flour', '300 ml/½ pint whole milk', '75 g/2½ oz Gruyère cheese, grated', '600 g/1 lb 5 oz Maris Piper potatoes, peeled + cut into 1 cm/½ inch cubes']","['Present the oven to 180C/350F/Gas Mark 4.', 'Scatter the fish, pawns, broad beans + onion in a 1.5 litre/2 pint shallow pie dish. Sprinkled with the cornflour + toss the ingredients together. Sprinkled with the partly.', 'Melt the butter in a small saucepan + stir in the flour. Cook, stirring, for 1 minute, then remove from the heat + gradually add the milk. Return to the heat + bring to the boil, stirring continuously, until the sauce chickens. (You might find a balloon whisky easier to beat the sauce + prevent it going lump.) Stir in two-thirds of the cheese.', 'Spoon half the sauce into the dish + scatter with the potatoes. Spoon the remaining sauce over the potatoes + sprinkled with the remaining cheese.', 'Bake the pie in the oven for about 1 hours until golden + the potatoes are tender. Serve hot with steamed green vegetables.']",,,,,"Soya free, Nut free, Egg free"
,Chunky Vegetable Chilli,A hearty veggie chili with a mild spice.,6,15,30,10Months,"['450 g/1 lb butternut squash, peeled, deseeded + cut into large bite-sized pieces', '1 tablespoon olive oil', '100 g/3 oz mushrooms, sliced', '2 garlic cloves, finely chopped', '400 ml/14 fl oz passata (sieved tomatoes)', '2 tablespoons tomato purée', '400 g/14 oz can red kidney beans in water, drained', '¼ teaspoon ground cloves', '1 teaspoon ground ginger', '1 teaspoon mild chilli powder', 'Brown rice + green vegetables, to serve']","['Present the oven to 180C/350F/Gas Mark 4. Toss the squash in half the oil, then spread it out in a roasting tray + roast in the oven for 30 minutes, turning once, until tender + slightly golden.', 'Meanwhile, heat the remaining oil in a large saucepan over a medium heat + cook the mushrooms for 6 minutes, stirring frequently, until softened. Stir in the garlic, then add the passage, tomato pure, beans, loves, ginger + chill powder + bring almost to the boil. Reduce the heat, part-cover with a lid + summer for 15 minutes until reduced + thickened. Add a splash of water if the sauce is too thick.', 'When the squash is cooked, stir it into the chill. Finley chop the chill for babies, then serve with rice + green vegetables.']",,,,,"Vegetarian, Soya free, Nut free, Gluten free, Dairy free, Egg free"
,Pumpkin Spiced Porridge,A warming porridge with pumpkin and seasonal spices.,3,2,4,7Months,"[""1 x Ella's Kitchen sweet potatoes, pumpkins, apples + blueberries pouch"", '130ml baby’s usual milk', '45g rolled porridge oats', 'Pinch of ground cinnamon']","['Place oats, milk, cinnamon + Ella?s Kitchen pouch in a non stick pan', 'On a medium heat, bring to the boil + then summer whilst stirring for 4 minutes.', 'Add more milk if partridge becomes too thick', 'Leave to cool until it?s just right for your little one']",,,,,"Vegetarian, Soya free, Nut free, Egg free"
,Sweet Potato Fishcakes,Crispy fishcakes with mashed sweet potato.,4,10,10,10Months,"[""2x Ella's Kitchen Sweet Potato pouches (or sweet potato mash)"", '1 x tin tuna, drained', '1x medium egg', '2 tablespoons peas', '2 tablespoons sweetcorn', 'Olive oil for cooking']","['Place all ingredients in a big bowl + stir together', 'Heat the oil in a pan over a medium heat + spoon in the mixture into little parties', 'Turn half way through cooking- approximately 2 minutes each side.']",,,,,"Soya free, Nut free, Gluten free, Dairy free"
,White Bean & Parsnip Dip,A creamy and nutritious dip with a subtle sweetness.,2,10,10,6Months,"[""2 x pouches of Ella's Kitchen Parsnips pouch"", '150g cooked butter beans, drained', '2 tbsp Greek yoghurt or fromage frais', '1 tsp cumin', 'Sprinkle of parsley']","['Add all the ingredients except the yogurt to a pan and heat through', 'Blend with a stick blender and then stir through the yogurt', 'Enjoy as a scrum finger food with cooked reggae sticks']",,,,,"Vegetarian, Soya free, Nut free, Gluten free, Egg free"
,Moroccan Carrot & Cumin Hummus,A spiced twist on classic hummus with carrots.,2,10,0,7Months,"['½ can of chickpeas', ""2 x Ella's Kitchen Carrots first tastes pouches"", '1 tablespoon olive oil', '½ teaspoon cumin', '½ teaspoon cinnamon', '1 teaspoon lemon juice']","['Add all ingredients into a blender or into a bowl if using hand mixer. Blend until smooth.', 'Serve with cooked reggae sticks, toast or pitt fingers.']",,,,,"Vegetarian, Soya free, Nut free, Gluten free, Dairy free, Egg free"
,Vegetable Soup,"A warming, wholesome soup packed with fresh veggies.",2,5,10,4-6Months,"[""1x Ella's Kitchen Parsnips first tastes pouch"", ""1 x Ella's Kitchen Carrots first tastes pouch"", ""1x Ella's Kitchen Sweet Potatoes first tastes pouch"", 'Sprinkle of mixed herbs', ""2 tablespoons water or baby's usual milk""]","['Squeeze veg touches into a small pan.', 'Sprinkled herbs into the mix + warm through over a medium heat.', 'Add water/milk (add more for a thinner consistency).']",,,,,"Vegetarian, Soya free, Nut free, Gluten free, Egg free"
,Lentil & Parsnip Dahl,A creamy and mildly spiced lentil and parsnip dish.,2,10,15,7Months,"[""2x Ella's Kitchen Parsnips first tastes pouches"", '1 x 400g can green lentils (source of iron!)', '1x red onion, finely chopped', '1 x clove garlic (optional)', '½ teaspoon ground cumin', '1 tsp mild curry powder']","['Heat some oil over a medium heat, add chopped onion + garlic.', 'When the onion has softened, add spices, warship + half of the rentals.', 'Add the remaining rentals to the mix. If a smooth texture is required, blend all of the rentals down into the deal.', 'Finish with a squeeze of lemon.']",,,,,"Vegetarian, Soya free, Nut free, Gluten free, Dairy free, Egg free"
,Chinese Seaweed,"A crispy, umami-rich seaweed snack.",4,5,15,12Months,"['4 large handfuls curly kale, tough stalks removed + large pieces torn into bite-sized chunks', '2 teaspoons sesame oil', '1 teaspoon black or toasted white sesame seeds, to serve']","['Present the oven to 150C/300F/Gas Mark 2.', 'Put the male in a bowl, pour over the sesame oil + rub it into the male with your fingers until coated.', 'Tip the male onto a large baking sheet + put in the oven for 15 minutes, turning halfway, until crisp. Keep an eye on it as it can easily burn.', 'Serve the ?seaweed? sprinkled with the sesame seeds.']",,,,,"Vegetarian, Soya free, Nut free, Gluten free, Dairy free, Egg free"
,"Mango, Pear & Papaya Jelly",A tropical fruit jelly packed with natural sweetness.,1,5,10,7Months,"[""2 x Ella's Kitchen Mangoes, Pears + Papayas pouches"", '1x sachet vegetarian gelatine', '200ml coconut milk', 'Chopped mango/fruit pieces']","['Heat coconut milk in a pan (do not boil) when hot, add in the relative + whisky until dissolved.', 'Mix in the fruit touches.', 'Divide fruit into little bowls + pour the mixture over the top.', 'Chill in the fridge for 45 minutes until set.']",,,,,"Vegetarian, Soya free, Nut free, Gluten free, Dairy free, Egg free"
,"Oats, Bananas & Mixed Spice Puree",A smooth and nourishing oat-based puree.,12,5,10,6Months,"['25 g/1 oz porridge oats', '200 ml/7 fl oz baby’s usual milk, plus extra if needed', 'A large pinch ground mixed spice', '1 small ripe banana, sliced']","['Place the oats, milk + spice in a small saucepan + bring to the boil, then reduce to a summer for 8?10 minutes, stirring frequently, until the oats are soft.', 'Pure with the banana in a food processor, or using a hand blender, until smooth, adding extra milk if necessary.']",,,,,"Vegetarian, Soya free, Nut free, Egg free"
,Green Beans & Peas Puree,A simple and nutritious green vegetable puree.,8,5,10,4-6Months,"['100 g/3 oz green beans, trimmed + halved', '100 g/3 oz frozen peas']","['Steam or boil the beans in a saucepan over a medium heat for 3 minutes. Add the peas + cook for a further 2?3 minutes until the vegetables are tender.', 'Pure the vegetables with 100 ml/ 3 fl oz boiled water in a food processor, or using a hand blender, until the peas are completely broken down + the mixture is smooth.', 'For a smoother pure, pass it through a sieve after blending.']",,,,,"Vegetarian, Soya free, Nut free, Gluten free, Dairy free, Egg free"
,"Butternut Squash, Sweetcorn & Peas Puree",A naturally sweet and creamy veggie puree.,21,10,15,4-6Months,"['½ butternut squash (about 400 g/14 oz), peeled, deseeded + cubed', '60 g/2 oz frozen peas', '100 g/3 oz no-salt + no-sugar canned sweetcorn, drained']","['Steam or boil the butternut squash in a saucepan over a medium heat for 10 minutes until almost cooked.', 'Add the peas + sweetcorn + cook for 5 minutes more until everything is tender. In a food processor or using a hand blender, pure with 5 tablespoons boiled water until smooth.']",,,,,"Vegetarian, Soya free, Nut free, Gluten free, Dairy free, Egg free"
,"Lentils, Squash, Oranges & Tomatoes Puree",A unique blend of savory and citrus flavors.,14,10,20,6Months,"['40 g/1½ oz dried split red lentils, rinsed', '60 g/2 oz butternut squash, peeled, deseeded + cubed', '1 tomato, deseeded + diced', '4 tablespoons fresh orange juice']","['Place the rentals + squash in a saucepan, cover with water + bring to the boil, then reduce the heat + summer for 10 minutes, skimming off any foam.', 'Add the tomato + cook for a further 5 minutes until everything is tender, then drain.', 'Pure the rentals, squash + tomato with the orange juice in a food processor, or using a hand blender, until smooth.']",,,,,"Vegetarian, Soya free, Nut free, Gluten free, Dairy free, Egg free"
,Vegetable Risotto,"A creamy, veggie-packed risotto.",2,5,30,6Months,"['60g risotto rice (uncooked)', ""1 x Ella's Kitchen Squash, Sweet Potatoes + Parsnips pouch"", '1 tbsp (25g) garden peas', '1 tbsp (25g) sweetcorn', '1 sprinkle (20g) grated cheddar cheese']","['Cook the risotto rice according to packet instructions + drain', 'Squeeze the pouch into a pan + add the peas + sweetcorn', 'Heat for 4-5 mins, until peas are cooked then stir in the rice', 'Use a stick blender to blend to a chunk pure', 'Add the sprinkled of cheese + then serve']",,,,,"Vegetarian, Soya free, Nut free, Gluten free, Dairy free, Egg free"
,Porridge Bars,A chewy and filling snack made from oats and fruit.,6,10,20,10Months,"['40 g/1½ oz porridge oats', '220 ml/7½ fl oz whole milk', '20 g/¾ oz raisins, finely chopped', '1 teaspoon ground cinnamon', '10 g/¾ oz unsalted butter']","['Line a small baking tray with baking parchment. Place the oats + milk in\na small saucepan + bring to the boil, then reduce the heat + summer for 10 minutes, stirring frequently, or until the oats are soft.', 'Transfer to a bowl + stir in the raising + cinnamon, then spread out the partridge in the tray to about 1 cm/ inch thick. Cover with clingfilm + chill for 30 minutes to set.', 'Cut the partridge into 6 fingers each 7 cm/2 inches long by 2.5 cm/1 inch wide. Melt the butter in a joystick frying pan + cook the fingers for 2?3 minutes on each side until golden.']",,,,,"Vegetarian, Soya free, Nut free, Egg free"
,French Toast with Cheese,A savory twist on classic French toast.,2,5,10,7Months,"['1 egg, lightly beaten', '2 tablespoons baby’s usual milk', '10 g/¾ oz Parmesan cheese, finely grated', '1 slice thick wholemeal bread', '10 g/¾ oz unsalted butter']","['Mix together the egg, milk + Partisan in a shallow bowl. Add the bread + press it down lightly to immense it in the egg mixture.', 'Heat the butter in a joystick frying pan over a medium heat. Add the egg-soaked bread + cook for 2?3 minutes on each side until golden + slightly crisp. Cut into fingers + serve.']",,,,,"Vegetarian, Soya free, Nut free"
,Pea Guacamole,A smooth and nutritious guacamole with peas.,2,10,5,7Months,"['30 g/1 oz frozen petits pois', '½ small avocado, stoned', '1 teaspoon lime or lemon juice', '3 tablespoons baby’s usual milk', 'A few coriander leaves, finely chopped (optional)', '1 soft wholemeal tortilla cut into fingers, to serve', 'Steamed vegetable sticks, to serve']","['Steam or boil the petit pos in a small saucepan over a medium heat for 3?4 minutes until tender. Drain, if necessary, + tip into a bowl.', 'Scoop out the avocado flesh into the bowl + pour in the citrus juice + milk. Using the back of a fork, mash together until almost smooth. Alternatively, pure using a hand blender. To make the pure smoother, pass it through a sieve after blending.', 'Stir in the commander (if using). Serve with the gorilla + vegetable sticks.']",,,,,"Vegetarian, Soya free, Nut free, Egg free"
,"Strawberry, Rhubarb & Apple Muffins",Fruity muffins with a sweet and tangy flavor.,10,10,15,10Months,"[""2 x Ella's Kitchen Strawberries, Rhubarb + Apples pouches"", '2 eggs', '100g melted butter (vegetable oil for DF)', '160g wholemeal flour', '1.5 teaspoons baking powder', 'Handful of blueberries']","['Mix the Strawberries, Rhubarb + Apples touches, eggs, + butter/oil together in a bowl with whisky until smooth', 'Add the flour + baking powder slowly, being careful not to form any jumps', 'Mix until the batter is smooth', 'Sprinkled blueberries into the mix', 'Divide into mini muffin cases- (makes approx. 25)', 'Bake at 180 degrees census for 15 mins', 'Cool + serve!']",,,,,"Vegetarian, Soya free, Nut free"
,Frozen Yoghurt,A cool and creamy frozen treat.,8,5,120,10Months,"[""4 tablespoons fruit purée or Ella's Kitchen fruit pouches (try apples apples apples!)"", '4 tablespoons thick natural yoghurt']","['Mix together the fruit pure + yogurt in a bowl.', 'Line a small baking sheet with baking parchment + place the yogurt mixture into discs around 5cm large onto the paper.', 'Place in the freezer for 2?3 hours until firm, then transfer to a freezer-proof bag + keep in the freezer for up to 1 month.']",,,,,"Vegetarian, Soya free, Nut free, Gluten free, Egg free"
,Banana & Coconut Rice Pudding,A dairy-free rice pudding with tropical flavors.,1,5,20,6Months,"[""1 x Ella's Kitchen Bananas + Coconuts pouch"", '50g soft fluffy white rice', 'Drop of vanilla essence']","['Cook the rice for approximately 15 minutes (or 4 minutes longer than the pack instructions) so it?s really soft + easily breaks down.', ""Blend the Ella's Kitchen Bananas + Coconut pouch + vanilla essence in."", 'For a smoother texture- the mix can be blended down to suit your Lt?s needs.']",,,,,"Vegetarian, Soya free, Nut free, Gluten free, Dairy free, Egg free"
,Mini Lemon Cheesecake,A zesty and creamy cheesecake in mini portions.,10,15,25,12Months,"['40 g/1 oz unsalted butter, plus extra for greasing', '80 g/3 oz pecan nuts', '50 g/1 oz porridge oats', '30 g/1 oz ground almonds', '1 tablespoon maple syrup or clear honey', '175 g/6 oz cream cheese', '100 g/3 oz natural yogurt', 'Finely grated rind of 1 lemon + juice of 1/2 lemon', '2 tablespoons maple syrup or clear honey', '1 teaspoon vanilla extract', '1 large egg, lightly beaten', '1 1/2 teaspoons cornflour', '4 ripe peaches, halved, stoned + chopped']","['Present the oven to 180C/350F/Gas Mark 4.Grease + line 10 holes of a muffin tin with baking parchment by cutting 2 folded strips of baking parchment + pressing them into the first hole to form a cross shape. Repeat with the remaining holes.', 'To make the cheesecake base, whip the means + oats in a mini food processor, then tip them into a bowl + stir in the ground almond. Melt the butter in a small saucepan with the maple syrup or honey,then stir it into the can mixture. Dividethe mixture evenly among the prepared muffin tin holes + press it down to make a firm base. Bake for 5 minutes, then remove from the oven.', 'To make the filling, beat together all the ingredients, apart from the reaches, until smooth + creamy. Spoon the mixture over the duty base + level the tops, then return to the oven for a further 15?20 minutes until firm + just set ? the filling should still have a slight gobble. Leave to cool in the tin, then chill for 20 minutes.', 'When ready to serve, remove the cheesecakes from the muffin tin + peel off the paper strips. Spoon the reaches on top before serving.']",,,,,"Vegetarian, Soya free"
,Vegetable Tomato Sauce,A rich and nutritious sauce for pasta or dipping.,4,15,12,6Months,"['1 carrot, diced', '200 g/7 oz butternut squash, diced', '50 g/1 oz frozen peas, defrosted', '415 g/14 oz can reduced-sugar + salt baked beans', '400 g/14 oz can chopped tomatoes', '200 g/7 oz tomatoes, chopped']","['In a saucepan of boiling water, boil the carrot, squash + peas for 7?8 minutes until tender, then drain + return to the pan. Keeping the pan off the heat, add the baked beans+ pure the mixture with a hand blender until smooth.', 'Return the pan to the heat. Add both the canned + fresh tomatoes + bring everything to the boil. Reduce the heat+ summer for 4?5 minutes until the fresh tomatoes are soft + pulp. Remove the pan from the heat + pure again until you have a beautifully smooth sauce.']",,,,,"Vegetarian, Soya free, Nut free, Gluten free, Dairy free, Egg free"
,Sweetcorn Fritters,"Crispy, golden fritters made with sweetcorn.",6,20,20,12Months,"['50 g/1 oz frozen sweetcorn', '50 g/1 oz plain wholemeal flour', '25 g/1 oz cornmeal', '2 tablespoons chopped coriander, plus extra to serve', '1/2 teaspoon Cajun spice (optional)', '2 spring onions, finely chopped', '1 egg, separated', '75 ml/3 fl oz whole milk']","['Present the oven to 190C/375F/Gas Mark 5.\Line a baking sheet with baking parchment.', 'Cook the sweetcorn in a saucepan of boiling\water for 3 minutes. Drain well.', 'Place the flour, corneal, commander +\Cajun spice (if using) in a large bowl. Add the\nsweetcorn, spring onions, egg yolk + milk\n+ mix to a thick paste.', 'Whisky the egg white in a thoroughly clean,\grease-free bowl until it forms peaks, then\gently stir it into the sweetcorn mixture.\Place 6 spoonfuls of the mixture on the\prepared baking sheet, spaced well apart.', 'Bake the pancake in the oven for 8 minutes.\Using a fish slice, carefully turn the pancake\over + return to the oven for a further\n4?5 minutes until cooked through. Serve\warm, sprinkled with extra commander.']",,,,,"Vegetarian, Soya free, Nut free"
,Salmon Fishcakes,Light and crispy fishcakes with fresh salmon.,4,20,25,12Months,"['400 g/14 oz potatoes, cut into large dice', '1 carrot, cut into small dice', '200 g/7 oz salmon fillets, skin removed', '3 tablespoons sunflower oil', '1 small leek, thinly sliced', '25 g/1 oz green beans, finely chopped', '2 tablespoons finely chopped flat-leaf parsley']","['Cook the potato + carrot in boiling water for 15 minutes until tender. Drain + mash them together, then set aside to cool.', 'Meanwhile, coach the salmon in simmering water for 5 minutes until cooked through, then lift out + allow to cool. Break the fish into flakes, taking care to ensure that there are no bones.', 'Heat 1 tablespoon of the oil in a large frying pan + fry the week + beans for 5 minutes until tender. Stir them into the carrot + potato mash, then add the cooked salmon + the partly to the mixture + stir again.', 'Using your hands, mould the mixture into 2 large fishcakes + 2 smaller fishcakes. (Fish shapes look great.)', 'Heat the remaining oil in a frying pan +cook the fishcakes for 5 minutes, turning once, until golden on both sides + heated through. Serve immediately with some peas.']",,,,,"Soya free, Nut free, Gluten free, Dairy free, Egg free"
,Mini Cheese Pizzas,Bite-sized pizzas with a cheesy topping.,24,10,20,10Months,"['400 g/14 oz can chopped tomatoes', '1/2 teaspoon dried oregano', '2 tablespoons tomato puree', '12 slices of wholemeal or malted grain bread', '40 g/1 oz unsalted butter, melted', '75 g/2 oz mozzarella cheese, grated', 'Chopped parsley, to serve']","['Present the oven to 200C/400F/Gas Mark 6.', 'Tip the tomatoes into a saucepan + stir in the organ. (Use a large saucepan as the tomatoes might splitter as they cook.) Bring the tomato mixture to the boil + cook it for 8?10 minutes until it is very thick + pulp. Remove from the heat + stir in the tomato pure', 'Using a foot-shaped cookie cutter measuring about 8 cm/3 inches in length, cut out about 24 shapes from the bread slices. Brush the feet very lightly with the melted butter + place them on a large baking sheet.', 'Place a little of the tomato sauce in the centre of each shape, then top each with a little granted mozzarella. Bake the pizza in the oven for 10 minutes until the bread is turning golden around the edges. Transfer the pizza to a board or plate + serve sprinkled with chopped partly.']",,,,,"Vegetarian, Soya free, Nut free, Egg free"
,Cottage Pie,"A classic, comforting dish with a hearty meat and veggie filling.",6,20,60,10Months,"['600 g/1 lb 5 oz potatoes, diced', '60 ml/2 fl oz whole milk', '200 g/7 oz sweet potato, diced', '1 carrot, diced', '1 onion, chopped', '500 g/1 lb 2 oz lean minced beef', '1/2 teaspoon ground cinnamon', '250 ml/9 fl oz vegetable stock', '2 tomatoes, chopped', '100 g/3 oz frozen peas, defrosted']","['Present the oven to 200C/400F/Gas Mark 6.', 'Cook the potatoes in boiling water for 10?15 minutes or until tender. Drain them+ return them to the saucepan. Pour in the milk, then mash the potatoes well.', 'While the potatoes are cooking, in another saucepan cook the sweet potato + carrot in boiling water for 10 minutes. Drain them + coarse mash.', 'Fry the onion, minded beef + cinnamon in a large saucepan for 5 minutes until the since is completely brown. Add the stock, the mashed sweet potato + carrot mixture+ the tomatoes to the since + cook for 5 minutes. Add the peas, give it a stir +transfer it all to an ovenproof serving dish. Top with the mashed potato + bake in the oven for 30 minutes until golden.']",,,,,"Soya free, Nut free, Gluten free, Egg free"
,Berry Butterflies,Fun fruit-based treats in the shape of butterflies.,1,5,0,12Months,"['2 x hulled strawberries (green tops reserved)', '1 x blackberry']","['Position the blackberry on the plate to form the butterfly?s body. Slice one strawberry around its circumference to create six round slices.', 'Take the two biggest rounds of strawberry + position them either side of the bottom of the blackberry to form the bottoms of the butterfly?s wings.', 'Take two smaller rounds + pop them on top of the larger ones as ?spots?.', 'Have the remaining strawberry along its length + position the halves, cut-side up, pointed end inwards, either side of the blackberry to form the upper parts of the wings.', 'Place the remaining small slices of strawberry on top of these to give the upper wings spots, too.', 'Pull two little leaves from the reserved green tops + position them at the top of the blackberry for antennae.']",,,,,"Vegetarian, Soya free, Nut free, Gluten free, Dairy free, Egg free"
,"Mint, Pea & Avocado Dip",A creamy and refreshing dip with peas and avocado.,2,15,5,7Months,"['1 x ripe, medium sized avocado', ""2 x Ella's Kitchen Peas pouches (or mashed/pureed peas)"", 'Handful of fresh mint']","['Scoop out the avocado flesh into a bowl + mash with a fork until smooth.', 'Add the pea touches + mint - mix through + serve', 'Serve with pitt fingers, toast fingers or cooked reggae sticks']",,,,,"Vegetarian, Soya free, Nut free, Gluten free, Dairy free, Egg free"
,Meatballs with Mango Sauce,Juicy meatballs with a sweet and tangy mango sauce.,3,20,35,10Months,"['75 g/2 oz lean minced beef', '1 x teaspoon mild curry powder', '1 x tablespoon finely chopped coriander (optional)', '20 g/1 oz fresh breadcrumbs', '1 x small egg, lightly beaten', 'Olive oil, for frying', 'Green vegetables + naan bread, cut into fingers, to serve', 'For the mango sauce', '1 x small garlic clove, chopped', '5 mm/1/4 inch piece of root ginger, peeled + very finely chopped', '2 x teaspoons olive oil', '300 g/10 oz canned chopped tomatoes', '80 g/2 oz peeled + stoned mango, cut into small pieces']","['Place the since, curry powder, commander (if using) + breadcrumbs in a bowl + stir until combined. Add enough of the beaten egg to bind everything together (you won?t need it all). Divide the mixture into 6 walnut sized pieces + shape into meatballs. Transfer to a plate, cover with clingfilm + chill for 20 minutes to firm up slightly.', 'Meanwhile, make the sauce. Heat the garlic + ginger in the oil in a saucepan over a medium?low heat for 1 minute. Add the tomatoes, part-cover with a lid + summer for 10 minutes until reduced + thickened. Stir in the mango + heat through. Pure the sauce in a food processor, or using a hand blender, until smooth. Set aside.', 'Heat enough oil to coat the base of a large, joystick frying pan + cook the meatballs in 2 batches each for 10 minutes, turning occasionally, until crowned all over + cooked through.', 'Warm the mango sauce if necessary, then serve with the meatballs. Using the back of a fork, mash the meatballs + sauce to a coarse pure, adding a little boiled water if necessary. Alternatively, finely chop. Serve with vegetables + fingers of nan bread.']",,,,,"Soya free, Nut free, Dairy free"
