id,title,description,serves,prep_time,cook_time,age_group,ingredients,method,url,image_url
102,Creeeamy Veggie Linguine recipe (dairy free),"Tickle tiny buds with scrummy linguine packed full of veg, almond milk + zing-zing-zinghy marmite",4,10,30,10Months,"['180g linguine', '300g cauliflower florets', '300g diced butternut squash', '100ml almond milk', '2 x tsp marmite', '35g finely chopped baby spinach']","['Steam the cauliflower + butternut squash until very soft', 'Cook pasta according to packet instructions', 'Once veg is soft (approx 15 minutes) drain the water, add milk + marmite and blend until very smooth', 'Drain pasta, add this to the sauce.', 'Chop into 1cm pieces for 10m or blend down/mash for younger babies from 7 months', 'Add spinach into hot pasta and stir through.']",https://www.ellaskitchen.co.uk/recipes/veggie-linguine,
103,Rise + Shine Coconut Quinoa Porridge recipe (dairy free),Wake up those tiny taste buds with this creeeeamy coconut quinoa porridge.,4,5,5,6Months,"['300ml coconut milk (or other non-dairy milk)', '50g cooked quinoa', '75g oats', '1 mashed banana', ""1 Ella's Kitchen dairy free Banana Yummy Yoghurt Alternative pouch""]","['Add the quinoa + oats into a pan with the milk, cook for 5 minutes on medium heat or until the oats have cooked.', 'Add the mashed banana + blend until the porridge is an appropriate texture for your little one.', 'Squeeze some of the dairy free banana yummy yoghurt alternative pouch on top + mix through.', 'pssst! For a colourful taste twist blend the porridge with strawberries or blueberries!']",https://www.ellaskitchen.co.uk/recipes/coconut-quinoa-porridge,
104,Yummy finger food ideas from 6 months,Quick + easy finger food ideas just right for little ones from 6 months!,1,5,25,6Months,"['A yummy variety of veggies! Carrots, broccoli, swede + parsnip!', 'A tasty variety of fruit! Melon, peach + banana!']","['Choppity chop! Chop the carrots, swede + parsnip into index sized sticks + cut the broccoli into trees that will fit into little hands!', 'Boil the carrots for 20 minutes', 'Boil the parsnip for 10-15 minutes', 'Boil the swede for 20-25 minutes', 'Boil the broccoli for 15 minutes', 'Cut the yummy banana, peaches + melon into index sized sticks for little ones from 6 months+']",https://www.ellaskitchen.co.uk/recipes/finger-foods-ideas-6-months,
105,Steam Roasted Cauliflower + Paprika Finger Food,an easy peasy steam roasted cauliflower + paprika finger food that uses just 2 ingredients!,4,10,20,7Months,"['1 x Cauliflower', 'A pinch of paprika']","['Cut the cauliflower florets into 4 pieces lengthways', 'Place in oven proof dish, spray with a little spray oil and add a pinch of paprika + mix', 'Transfer to baking tray + cover with foil', 'Roast at 200c for 20 minutes', 'Leave to cool + serve to your little one']",https://www.ellaskitchen.co.uk/recipes/steam-roasted-cauliflower-paprika-finger-food,
106,Fluffy Cauliflower Pizzas,These easy-peasy cauliflower pizzas are made with a yummy cauliflower base + packed with 3 scrummy veggies!,4,10,14,10Months,"['Blended cauliflower puree 175g', 'Self-raising flour 45g', 'Topping: tinned Tomato 200g', 'Cheese sprinkle', 'Oregano sprinkle']","['Blend flour and cauliflower puree together until it forms a wet dough.', 'Spoon out little disks onto greased baking trays. Bake in the oven at 190’C for 12-14 minutes.', 'Chop oregano and add to tomatoes. Heat in a sauce pan until the tomatoes have reduced to a thick paste.', 'Once bases are cooked, top with tomatoes and sprinkle with grated cheese.', 'Top with new and exciting veg to help your baby explore new tastes!', 'Place back in the oven for 3 minutes, until the cheese has melted.', 'Cut into slices + serve to your little one with potato wedges.']",https://www.ellaskitchen.co.uk/recipes/cauliflower-pizzas,https://images.ellaskitchen.co.uk/eyJidWNrZXQiOiJlbGxhc2tpdGNoZW4td2Vic2l0ZSIsImtleSI6InJlY2lwZXMvRmx1ZmZ5LUNhdWxpZmxvd2VyLVBpenphcy1XZWFuaW5nLVJlY2lwZS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjEwMDAsImZpdCI6ImNvdmVyIn0sIndpdGhNZXRhZGF0YSI6dHJ1ZSwidG9Gb3JtYXQiOiJ3ZWJwIiwid2VicCI6eyJxdWFsaXR5Ijo4MH19fQ==
107,Cauliflower + Cumin Puree!,This vegtastic puree is easy-peasy to make!,16,5,10,4to6Months,"['1 x Cauliflower', 'A pinch of cumin']","['Cut the end off the stalk of cauliflower. Break off the florets into small pieces and cut up the rest of the stalk. (you can eat this too!)', 'Steam or boil until soft.', 'Place in a bowl with a little of the hot water, add cumin + blend with a stick blender until smooth.', 'Add a little of baby’s usual milk until the texture is right for your little one.']",https://www.ellaskitchen.co.uk/recipes/cauliflower-cumin-puree,
108,Butternut Squash + Tarragon Finger Food,This deeelicious finger food is steam roasted,3,15,35,7Months,"['1 x Butternut Squash', 'A few twigs of tarragon']","['Cut the butternut squash into index finger sized pieces.', 'Place in oven proof dish + spray with a little spray oil.', 'Add in sprigs of tarragon + cover dish with foil.', 'Roast at 200C for 30-35 minutes.', 'Leave to cool, remove tarragon + serve to your little one.']",https://www.ellaskitchen.co.uk/recipes/butternut-squash-tarragon-finger-food,
109,Butternut + Chickpea Curry,this super scrummy curry is packed with veggies!,4,10,10,7Months,"['10ml olive oil', '1.5 tsp mild curry powder or garam masala', 'half a small onion, finely chopped', '200g tinned tomatoes', 'half a tin of drained chickpeas', '1/2 butternut squash, chopped']","['Heat the oil and add the spices, cooking them for a minute before adding the chopped onion', 'Add the chickpeas and butternut squash chunks and cook until the butternut squash has softened', 'Once browned, add the tomatoes + cook until the sauce reduces and thickens', 'Blend down to little one’s usual texture', 'Serve to your little one with pitta fingers', 'Sprinkle with coriander to finish']",https://www.ellaskitchen.co.uk/recipes/butternut-chickpea-curry,
110,Butternut + Ginger Puree recipe!,A tangy puree with Butternut + Ginger,16,10,15,4to6Months,"['1 x Butternut Squash', 'A pinch of ginger powder']","['Chop the stalk and bottom end off of the butternut.', 'Peel off the skin with a vegetable peeler.', 'Being very careful, chop the butternut lengthways.', 'Remove all of the seeds and stringy veg fibre from the centre.', 'Dice into little cubes, steam or boil until soft.', 'Add a pinch of ginger powder!', 'Blend with a little of the vegetable water until smooth.']",https://www.ellaskitchen.co.uk/recipes/butternut-ginger-puree,
111,Green Bean Pesto Pasta,This super scrummy green bean pesto pasta is packed full of veggie goodness + exciting taste twists!,2,10,10,10Months,"['125g blended green beans', '16g basil', '1 small clove garlic', '70g onion (half a medium onion)', '100g pasta shells', '5mls olive oil']","['Heat olive oil in a pan on a medium heat add finely diced onion and garlic.', 'Cook through until browned.', 'Add chopped basil leaves and stir in the green bean puree.', 'Cook pasta according to the package instructions. Once cooked, drain and stir through the pasta.', 'Sprinkle with cheese (optional).', 'Serve with omelette fingers.']",https://www.ellaskitchen.co.uk/recipes/green-bean-pesto-pasta,https://images.ellaskitchen.co.uk/eyJidWNrZXQiOiJlbGxhc2tpdGNoZW4td2Vic2l0ZSIsImtleSI6InJlY2lwZXMvR3JlZW4tQmVhbi1QZXN0by1QYXN0YS1XZWFuaW5nLVJlY2lwZS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjEwMDAsImZpdCI6ImNvdmVyIn0sIndpdGhNZXRhZGF0YSI6dHJ1ZSwidG9Gb3JtYXQiOiJ3ZWJwIiwid2VicCI6eyJxdWFsaXR5Ijo4MH19fQ==
112,Green Bean + Mint Puree!,grow a Little Veg Lover with our Green Bean + Mint Puree!,8,5,10,4to6Months,"['200g Green Beans', 'Mint leaves']","['Wash the green beans, chop the stalky ends off with end.', 'Steam or boil until soft.', 'Add in a few leaves of fresh mint.', 'Blend with a stick blender until soft.', 'Add a little of baby’s usual milk until the texture is right for your little one.']",https://www.ellaskitchen.co.uk/recipes/green-bean-mint-puree,
113,Green Bean + Garlic Finger Food!,This green bean + garlic finger food is great for tickling tiny taste buds + keeping little fingers busy!,4,5,20,7Months,"['200g Green Beans', 'A few cloves of garlic']","['Wash the green beans, chop the stalky ends off with end.', 'Mix in a bowl with a little spray oil + place in oven proof dish.', 'Add in whole cloves of garlic + cover dish with foil.', 'Roast at 200ºC for 20 minutes.', 'Leave to cool, remove the garlic cloves + then serve to your little one.']",https://www.ellaskitchen.co.uk/recipes/green-bean-garlic-finger-food,
114,Broccoli + Basil Puree!,Tickle tiny taste buds with our broccoli + basil puree recipe!,16,5,15,4to6Months,"['1 x Broccoli', 'A few fresh basil leaves']","['Cut the end of the stalk off broccoli.', 'Break off the florets into small pieces and cut up the rest of the stalk (you can eat this too!).', 'Steam or boil until soft.', 'Place in a bowl with a little of the hot water and add a few fresh basil leaves.', 'Blend with a stick blender until super smooth.', 'Add a little of baby’s usual milk until the texture is right for your little one.']",https://www.ellaskitchen.co.uk/recipes/broccoli-basil-puree,
115,Broccoli + Rosemary Finger Food!,This super scrummy broccoli finger food is made with a yummy taste twist of rosemary!,4,5,20,7Months,"['1 x broccoli', 'A few twigs of rosemary', 'A little spray oil']","['Cut the broccoli florets into 4 length ways.', 'Place in oven proof dish + spray with a little spray oil.', 'Add in sprigs of rosemary + cover dish with foil.', 'Roast at 200ºC for 20 minutes.', 'Leave to cool, remove the rosemary + then serve to your little one.']",https://www.ellaskitchen.co.uk/recipes/broccoli-rosemary-finger-food,
116,Cheesy Broccoli + Potato Gratin,this easy-cheesy Broccoli + Potato Gratin recipe is perfect for introducing Little Veg Lovers to more complex textures!,4,10,35,10Months,"['120g broccoli florets', '450g thinly sliced potato', '100ml milk', '70ml single cream', '50g grated cheese']","['Slice potato lengthways into thin strips.', 'Gently heat the milk and cream and add the grated cheese. Heat until all the cheese has melted.', 'Layer a thin layer of potato in the bottom of a dish.', 'Add the broccoli evenly across the potato. Top with the remaining potato.', 'Pour the cheese sauce over the top, ensuring to wet the whole layer (the sauce won’t cover the top).', 'Bake in the oven at 190’C for 35 minutes.', 'Mash down finely for little ones from 7 months or more chunkily for older babies.']",https://www.ellaskitchen.co.uk/recipes/cheesy-broccoli-potato-gratin,
117,Totally Tropical Pancakes,Our totally tropical pancakes are a super tasty + fluffy recipe,8,10,5,10Months,"['1 x The Yellow One Smoothie Fruit', '1 egg', '90g self-raising flour', '80ml of milk', 'chopped banana (or another tasty fruit!)']","['In a bowl mix together the egg, flour, milk and Smoothie Fruit until smooth', 'Heat the oil or butter in a pan and add 2 tablespoons of the pancake mixture', 'Wait until the top of the pancake begins to bubble, then turn it over and cook until both sides are golden brown. Deeelicious!', 'Top with yummy banana', 'Mash the banana + cut into fingers before serving to your little one']",https://www.ellaskitchen.co.uk/recipes/tropical-pancakes,
118,Berrylicious Blueberry Cookies,Our Berrylicious Blueberry Cookies are super squishy + packed full of fruity goodness using The Purple One!,6,10,18,12Months,"['1 x The Purple One', '50g oats', '20g butter', 'handful of chopped blueberries']","['Melt the butter in a small sauce pan.', 'Squeeze the pouch into the pan and stir in the oats.', 'Sprinkle in the chopped blueberry, making sure they stirred in evenly throughout the mixture.', 'Divide into 6 round cookie shapes.', 'Place in a preheated fan oven at 180’C for 18-20 minutes.', 'Place on a cooling rack until room temperature.']",https://www.ellaskitchen.co.uk/recipes/berrylicious-blueberry-cookies,
119,Slurpie Smoothie Pops,Perfect for cooling little ones down on a hot day!,6,5,0,12Months,"['1 x little one’s favourite Smoothie Fruit', '100ml of natural yogurt or non-dairy milk']","['Pick your little one’s favourite Smoothie Fruit', 'Squeeze into a jug and add the yogurt or milk', 'Mix together and pour into your moulds!', 'Pop in the freezer for at least 8 hours. Brr!', 'Great on hot days after lunch!']",https://www.ellaskitchen.co.uk/recipes/slurpie-smoothie-pops,
120,Awesome Apple Crumble Recipe hack!,a yummy apple crumble made with soft cooked apple pieces and an Ella's Kitchen pouch.,3,10,25,7Months,"['1 x The Green One', '35g oats', '17.5g butter', '1 grated apple (peeled)', 'A sprinkle of cinnamon']","['Pre-heat the oven to 180°C.', 'Mix the peeled grated apple with the green one smoothie fruits and a sprinkle of cinnamon.', 'Melt the butter and mix in with the oats.', 'Pour the apple mixture into a small oven proof dish and top with the oats.', 'Bake in the oven for 20-25 minutes until the oats are golden brown.']",https://www.ellaskitchen.co.uk/recipes/apple-crumble,
121,Tooty Fruity Frozen Dots,Our tooty fruity frozen dots recipe is yummy + fun and it’s perfect for teething!,4,0,0,10Months,"[""1 x little one's favourite Smoothie Fruit""]","['Pick your little one’s favourite smoothie fruit', 'Squeeze large dots (around 5cm) of yummy Smoothie Fruit onto a baking tray covered with parchment', 'Pop in the freezer for 2-3 hours']",https://www.ellaskitchen.co.uk/recipes/tooty-fruity-frozen-dots,
122,Smoothie Fruits Tasty-Twisty Toppers!,Try our deeelicious smoothie fruits recipe,1,5,0,6Months,"[""1 x little one's favourite Smoothie Fruit"", ""Little one's breakfast or snack of choice - yoghurt, porridge or pancakes!""]","[""Pick your little one's favourite Smoothie Fruit"", 'Take their favourite brekkie or snack e.g. porridge', ""Let's get fruity! Top with a Smoothie Fruit for a yummy fruity topper"", 'Your little one can help too! Can you make a smiley face together?']",https://www.ellaskitchen.co.uk/recipes/smoothie-fruits-toppers,
123,Red Pepper + Sweet Potato Moroccan Dip,Tickle tiny taste buds with an explosion of exciting tastes including cumin + cinnamon.,1,10,0,7Months,"[""1x Ella's Kitchen Red peppers, Sweet potatoes + Apple pouch"", '100g cooked chick peas', '15ml olive oil', 'Pinch of Cumin', 'Pinch of Cinnamon']","['Measure all ingredients into a bowl + blend with a stick blender.', ""Add a few teaspoons of water or baby's usual milk for a thinner texture."", ""Serve with cooked veggie sticks or Ella's Kitchen Melty Sticks for dipping!""]",https://www.ellaskitchen.co.uk/recipes/red-pepper-sweet-potato-moroccan-dip,
124,Tangy Kiwi + Avocado Puree,"A quick + easy, no-cook purée!",1,10,0,6Months,"['1 kiwi fruit', '½ avocado']","['Peel the kiwi + chop the flesh. Put the flesh in a bowl with the avocado. Whiz using a hand blender until completely smooth.', 'Pass through a sieve to remove any remaining kiwi pips, if you like (although the pips are tiny + will be fine for babies over 7 months of age). Serve immediately.']",https://www.ellaskitchen.co.uk/recipes/tangy-kiwi-avocado-puree,
125,Palm Tree Porridge,Quick + easy porridge with a dash of sunshine in the form of coconut milk + tasty tropical mango.,4,10,10,10Months,"['150 g/5½ oz porridge oats', '600 ml/1 pint coconut drinking milk, plus extra to serve', '½ teaspoon ground cinnamon, plus extra for sprinkling', '1 small mango, peeled, stoned + cut into cubes', '1 tablespoon mixed seeds, toasted', '1 tablespoon coconut flakes, toasted']","['Put the oats, coconut drinking milk + 575 ml/18 fl oz water in a saucepan, stir + bring to the boil over a medium heat. Stir in the cinnamon, then reduce the heat to low, part-cover with a lid + simmer for 8–10 minutes, stirring, until creamy.', 'If you are serving to young children, finely chop the mango, toasted seeds + coconut flakes.', 'Spoon the porridge into bowls + sprinkle with the extra cinnamon, the chopped mango, + the toasted seeds + coconut. Pour extra milk over the porridge, to serve.']",https://www.ellaskitchen.co.uk/recipes/palm-tree-porridge,https://images.ellaskitchen.co.uk/eyJidWNrZXQiOiJlbGxhc2tpdGNoZW4td2Vic2l0ZSIsImtleSI6InJlY2lwZXMvUGFsbS1UcmVlLVBvcnJpZGdlLVdlYW5pbmctUmVjaXBlLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6MTAwMCwiZml0IjoiY292ZXIifSwid2l0aE1ldGFkYXRhIjp0cnVlLCJ0b0Zvcm1hdCI6IndlYnAiLCJ3ZWJwIjp7InF1YWxpdHkiOjgwfX19
126,Fabulous Fish Pie,filled with under-the-sea goodness!,4,20,90,12Months,"['400 g/14 oz boneless pollack, haddock or cod fillet, skinned + cut into chunks', '100 g/3½ oz cooked peeled prawns', '100 g/3½ oz frozen baby broad beans', '1 small onion, chopped', '1 tablespoon cornflour', 'A small handful of parsley, chopped', '25 g/1 oz unsalted butter', '20 g/¾ oz plain white flour', '300 ml/½ pint whole milk', '75 g/2½ oz Gruyère cheese, grated', '600 g/1 lb 5 oz Maris Piper potatoes, peeled + cut into 1 cm/½ inch cubes']","['Preheat the oven to 180°C/350°F/Gas Mark 4.', 'Scatter the fish, prawns, broad beans + onion in a 1.5 litre/2½ pint shallow pie dish. Sprinkle with the cornflour + toss the ingredients together. Sprinkle with the parsley.', 'Melt the butter in a small saucepan + stir in the flour. Cook, stirring, for 1 minute, then remove from the heat + gradually add the milk. Return to the heat + bring to the boil, stirring continuously, until the sauce thickens. (You might find a balloon whisk easier to beat the sauce + prevent it going lumpy.) Stir in two-thirds of the cheese.', 'Spoon half the sauce into the dish + scatter with the potatoes. Spoon the remaining sauce over the potatoes + sprinkle with the remaining cheese.', 'Bake the pie in the oven for about 1¼ hours until golden + the potatoes are tender. Serve hot with steamed green vegetables.']",https://www.ellaskitchen.co.uk/recipes/fish-pie,https://images.ellaskitchen.co.uk/eyJidWNrZXQiOiJlbGxhc2tpdGNoZW4td2Vic2l0ZSIsImtleSI6InJlY2lwZXMvRmFidWxvdXMtRmlzaC1QaWVfMjAyMi0wMy0zMS0wOTE0MDhfcnlsci5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjEwMDAsImZpdCI6ImNvdmVyIn0sIndpdGhNZXRhZGF0YSI6dHJ1ZSwidG9Gb3JtYXQiOiJ3ZWJwIiwid2VicCI6eyJxdWFsaXR5Ijo4MH19fQ==
127,Big Veg Chunky Chilli,We’ve put just enough chilli in this dish to excite tiny taste buds.,6,15,30,10Months,"['450 g/1 lb butternut squash, peeled, deseeded + cut into large bite-sized pieces', '1 tablespoon olive oil', '100 g/3½ oz mushrooms, sliced', '2 garlic cloves, finely chopped', '400 ml/14 fl oz passata (sieved tomatoes)', '2 tablespoons tomato purée', '400 g/14 oz can red kidney beans in water, drained', '1/4 teaspoon of ground cloves', '1 teaspoon ground ginger', '1 teaspoon mild chilli powder', 'Brown rice + green vegetables, to serve']","['Preheat the oven to 180°C/350°F/Gas Mark 4. Toss the squash in half the oil, then spread it out in a roasting tray + roast in the oven for 30 minutes, turning once, until tender + slightly golden.', 'Meanwhile, heat the remaining oil in a large saucepan over a medium heat + cook the mushrooms for 6 minutes, stirring frequently, until softened. Stir in the garlic, then add the passata, tomato purée, beans, cloves, ginger + chilli powder + bring almost to the boil. Reduce the heat, part-cover with a lid + simmer for 15 minutes until reduced + thickened. Add a splash of water if the sauce is too thick.', 'When the squash is cooked, stir it into the chilli. Finely chop the chilli for babies, then serve with rice + green vegetables.']",https://www.ellaskitchen.co.uk/recipes/big-veg-chunky-chilli,
128,Golden pumpkin spiced porridge,Wake up little ones senses with this gourd-geous Golden pumpkin spiced porridge recipe!,3,2,4,7Months,"[""1 x Ella's Kitchen sweet potatoes, pumpkins, apples + blueberries pouch"", '130ml baby’s usual milk', '45g rolled porridge oats', 'pinch of ground cinnamon']","['Place oats, milk, cinnamon + Ella’s Kitchen pouch in a non stick pan', 'On a medium heat, bring to the boil + then simmer whilst stirring for 4 minutes.', 'Add more milk if porridge becomes too thick', 'Leave to cool until it’s just right for your little one']",https://www.ellaskitchen.co.uk/recipes/pumpkin-spiced-porridge,https://images.ellaskitchen.co.uk/eyJidWNrZXQiOiJlbGxhc2tpdGNoZW4td2Vic2l0ZSIsImtleSI6InJlY2lwZXMvZ29sZGVuLXB1bXBraW4tc3BpY2VkLXBvcnJpZGdlLXdlYW5pbmctcmVjaXBlLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6MTAwMCwiZml0IjoiY292ZXIifSwid2l0aE1ldGFkYXRhIjp0cnVlLCJ0b0Zvcm1hdCI6IndlYnAiLCJ3ZWJwIjp7InF1YWxpdHkiOjgwfX19
129,Sweet Potato Squishy Fishcakes,these squishy fishy fishcakes are packed full of veg! a nutritious + deeelicious recipe to make with your little one.,4,10,10,10Months,"[""2x Ella's Kitchen Sweet Potato pouches (or sweet potato mash)"", '1 x tin tuna, drained', '1x medium egg', '2 tablespoons of peas', '2 tablespoons of sweetcorn', 'Olive oil for cooking']","['Place all ingredients in a big bowl + stir together', 'Heat the oil in a pan over a medium heat + spoon in the mixture into little patties', 'Turn half way through cooking- approximately 2 minutes each side.']",https://www.ellaskitchen.co.uk/recipes/sweet-potato-squishy-fishcakes,
130,White Bean + Parsnip Dip,A super quick + easy dippy recipe for Little Veg Lovers.,2,10,10,6Months,"[""2 x pouches of Ella's Kitchen Parsnips pouch"", '150g cooked butter beans, drained', '2 x tbs greek yoghurt or fromage frais', '1 tsp cumin', 'sprinkle of parsley']","['Add all the ingredients except the yoghurt to a pan and heat through', 'Blend with a stick blender and then stir through the yoghurt', 'Enjoy as a scrummy finger food with cooked veggie sticks']",https://www.ellaskitchen.co.uk/recipes/white-bean-parsnip-dip,
131,Moroccan Carrot + Cumin Hummus,scrummy carrot hummus with a sprinkle of cumin + cinnamon to tingly tiny taste buds!,2,10,0,7Months,"['½ can of chickpeas', ""2 × Ella's Kitchen Carrots first tastes pouches"", '1 tablespoon of olive oil', '½ teaspoon cumin', '½ teaspoon cinnamon', '1 teaspoon of lemon juice']","['Add all ingredients into a blender or into a bowl if using hand mixer. Blend until smooth.', 'Serve with cooked veggie sticks, toast or pitta fingers.']",https://www.ellaskitchen.co.uk/recipes/moroccan-carrot-cumin-hummus,
132,Very Veggie Soup,A warming bowl of veggie soup using Ella's Kitchen first taste veg pouches and a sprinkle of mixed herbs!,2,5,10,4to6Months,"[""1x Ella's Kitchen Parsnips first tastes pouch"", ""1 x Ella's Kitchen Carrots first tastes pouch"", ""1x Ella's Kitchen Sweet Potatoes first tastes pouch"", 'Sprinkle of mixed herbs', ""2 tablespoons of water or baby's usual milk""]","['Squeeze veg pouches into a small pan.', 'Sprinkle herbs into the mix + warm through over a medium heat.', 'Add water/milk (add more for a thinner consistency).']",https://www.ellaskitchen.co.uk/recipes/very-veggie-soup,
133,Deeelicious Lentil + Parsnip Dahl,a deeelicious dippy dahl packed full of exciting tastes!,2,10,15,7Months,"[""2x Ella's Kitchen Parsnips first tastes pouches"", '1 x 400g can green lentils – (source of iron!)', '1x red onion- chopped – very finely chopped', '1 x clove garlic (optional)', '½ teaspoon ground cumin', '1 tsp mild curry powder']","['Heat some oil over a medium heat, add chopped onion + garlic.', 'When the onion has softened, add spices, parsnip + half of the lentils.', 'Add the remaining lentils to the mix. If a smooth texture is required, blend all of the lentils down into the dhal.', 'Finish with a squeeze of lemon.']",https://www.ellaskitchen.co.uk/recipes/lentil-parsnip-dahl,
134,Chinese Seaweed,kale'd it!,4,5,15,12Months,"['4 large handfuls of curly kale, tough stalks removed + large pieces torn into bite-sized chunks', '2 teaspoons sesame oil', '1 teaspoon black or toasted white sesame seeds, to serve']","['Preheat the oven to 150°C/300°F/Gas Mark 2.', 'Put the kale in a bowl, pour over the sesame oil + rub it into the kale with your fingers until coated.', 'Tip the kale onto a large baking sheet + put in the oven for 15 minutes, turning halfway, until crisp. Keep an eye on it as it can easily burn.', 'Serve the ‘seaweed’ sprinkled with the sesame seeds.']",https://www.ellaskitchen.co.uk/recipes/chinese-seaweed,
135,"Mango, Pear + Papaya Jelly",A wibbly wobbly fruity jelly!,1,5,10,7Months,"[""2 x Ella's Kitchen Mangoes, Pears + Papayas pouches"", '1x sachet of Vegetarian gelatine', '200ml coconut milk', 'Chopped mango/fruit pieces']","['Heat coconut milk in a pan (do not boil) when hot, add in the gelatine + whisk until dissolved.', 'Mix in the fruit pouches.', 'Divide fruit into little bowls + pour the mixture over the top.', 'Chill in the fridge for 45 minutes until set.']",https://www.ellaskitchen.co.uk/recipes/mango-pear-papaya-jelly,
136,"Oats, Bananas + Mixed Spice Puree",wakey wakey!,12,5,10,6Months,"['25 g/1 oz porridge oats', '200 ml/7 fl oz baby’s usual milk, plus extra if needed', 'A large pinch of ground mixed spice', '1 small ripe banana, sliced']","['Place the oats, milk + spice in a small saucepan + bring to the boil, then reduce to a simmer for 8–10 minutes, stirring frequently, until the oats are soft.', 'Purée with the banana in a food processor, or using a hand blender, until smooth, adding extra milk if necessary.']",https://www.ellaskitchen.co.uk/recipes/oats-bananas-mixed-spice-puree,
137,Green Beans + Peas Puree,Once your little one is happy trying single veggie tastes...,8,5,10,4to6Months,"['100 g/3½ oz green beans, trimmed + halved', '100 g/3½ oz frozen peas']","['Steam or boil the beans in a saucepan over a medium heat for 3 minutes. Add the peas + cook for a further 2–3 minutes until the vegetables are tender.', 'Purée the vegetables with 100 ml/ 3½ fl oz boiled water in a food processor, or using a hand blender, until the peas are completely broken down + the mixture is smooth.', 'For a smoother purée, pass it through a sieve after blending.']",https://www.ellaskitchen.co.uk/recipes/green-beans-peas-puree,
138,"Butternut Squash, Sweetcorn + Peas Puree",Offer a rainbow of veggies early on in weaning,21,10,15,4to6Months,"['½ butternut squash (about 400 g/14 oz), peeled, deseeded + cubed', '60 g/2¼ oz frozen peas', '100 g/3½ oz no-salt + no-sugar canned sweetcorn, drained']","['Steam or boil the butternut squash in a saucepan over a medium heat for 10 minutes until almost cooked.', 'Add the peas + sweetcorn + cook for 5 minutes more until everything is tender. In a food processor or using a hand blender, purée with 5 tablespoons boiled water until smooth.']",https://www.ellaskitchen.co.uk/recipes/butternut-squash-sweetcorn-peas-puree,
139,"Lentils, Squash, Oranges + Tomatoes Puree",A scrummy combination of exciting tastes!,14,10,20,6Months,"['40 g/1½ oz dried split red lentils, rinsed', '60 g/2¼ oz butternut squash, peeled, deseeded + cubed', '1 tomato, deseeded + diced', '4 tablespoons fresh orange juice']","['Place the lentils + squash in a saucepan, cover with water + bring to the boil, then reduce the heat + simmer for 10 minutes, skimming off any foam.', 'Add the tomato + cook for a further 5 minutes until everything is tender, then drain.', 'Purée the lentils, squash + tomato with the orange juice in a food processor, or using a hand blender, until smooth.']",https://www.ellaskitchen.co.uk/recipes/lentils-squash-oranges-tomatoes-puree,
140,Super Tasty Veggie Risotto,A scrummy warming risotto,2,5,30,6Months,"['60g Risotto rice (uncooked)', ""1 x Ella's Kitchen Squash, Sweet potatoes + Parsnips pouch"", '1 tbsp (25g) garden peas', '1 tbsp (25g) sweetcorn', '1 sprinkle (20g) grated cheddar cheese']","['Cook the risotto rice according to packet instructions + drain', 'Squeeze the pouch into a pan + add the peas + sweetcorn', 'Heat for 4-5 mins, until peas are cooked then stir in the rice', 'Use a stick blender to blend to a chunky puree', 'Add the sprinkle of cheese + then serve']",https://www.ellaskitchen.co.uk/recipes/veggie-risotto,
141,Pick-Up Porridge Bars,sometimes busy babies need an extra breakfast boost when they head out on a morning adventure.,6,10,20,10Months,"['40 g/1½ oz porridge oats', '220 ml/7½ fl oz whole milk', '20 g/¾ oz raisins, finely chopped', '1 teaspoon ground cinnamon', '10 g/¼ oz unsalted butter']","['Line a small baking tray with baking parchment. Place the oats + milk in\na small saucepan + bring to the boil, then reduce the heat + simmer for 10 minutes, stirring frequently, or until the oats are soft.', 'Transfer to a bowl + stir in the raisins + cinnamon, then spread out the porridge in the tray to about 1 cm/½ inch thick. Cover with clingfilm + chill for 30 minutes to set.', 'Cut the porridge into 6 fingers each 7 cm/2¾ inches long by 2.5 cm/1 inch wide. Melt the butter in a nonstick frying pan + cook the fingers for 2–3 minutes on each side until golden.']",https://www.ellaskitchen.co.uk/recipes/porridge-bars,
142,Easy Cheesy Eggy Bread,This cheesy twist on eggy bread is perfect for breakfast – or lunch or tea!,2,5,10,7Months,"['1 egg, lightly beaten', '2 tablespoons baby’s usual milk', '10 g/¼ oz Parmesan cheese, finely grated', '1 slice of thick wholemeal bread', '10 g/¼ oz unsalted butter']","['Mix together the egg, milk + Parmesan in a shallow bowl. Add the bread + press it down lightly to immerse it in the egg mixture.', 'Heat the butter in a nonstick frying pan over a medium heat. Add the egg-soaked bread + cook for 2–3 minutes on each side until golden + slightly crisp. Cut into fingers + serve.']",https://www.ellaskitchen.co.uk/recipes/easy-cheesy-eggy-bread,
